N,Tema,Artista,Compositor,Lugar,Año,Ritmo,Fuente,Letra,Realizado por,letra en Spotify,Añadido a Spotify,Observaciones,...14,archivo,contenido,Ira,Anticipacion,Asco,Miedo,Alegria,Tristeza,Sorpresa,Confianza,Negativo,Positivo,id,popularity,name,album,artists,type,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36
18,Cholita Marina,Duo Takiytinku,Betty Veizaga Siles,Potosí,NA,Huayño,Spotify,18.txt,Javi,TRUE,Si,NA,NA,18.txt,"A ti mi negrita, te doy flores bellas, cholita Marina 
Y a tu hermanita, le hago ver estrellas, cholita Marina
A ti mi negrita, te doy flores bellas, cholita Marina 
Y a tu hermanita, le hago ver estrellas, cholita Marina

Eres tonto y sonso caminas pelado, cholita Marina
También yo te pongo cuernos de venado, cholita Marina
Eres tonto y sonso caminas pelado, cholita Marina
También yo te pongo cuernos de venado, cholita Marina

A mí sí me gustan las chicas muy tiernas, cholita Marina
Me duermo y me tapo con sus lindas piernas, cholita Marina
A mí sí me gustan las chicas muy tiernas, cholita Marina
Me duermo y me tapo con sus lindas piernas, cholita Marina

Este llogallito de metro y medio, cholita Marina
Pero entre sus piernas no tiene remedio, cholita Marina
Este llogallito de metro y medio, cholita Marina
Pero entre sus piernas no tiene remedio, cholita Marina

Ahora las cholitas van por los balcones, cholita Marina
Pidiendo limosna para sus calzones, cholita Marina
Ahora las cholitas van por los balcones, cholita Marina
Pidiendo limosna para sus calzones, cholita Marina

Ayer yo te he visto montado en un burro, cholita Marina
Mirando de frente el burro es más churro, cholita Marina
Ayer yo te he visto montado en un burro, cholita Marina
Mirando de frente el burro es más churro, cholita Marina

La mujer es bella por naturaleza, cholita Marina
Siempre pone cuernos, la muy sinvergüenza, cholita Marina
La mujer es bella por naturaleza, cholita Marina
Siempre pone cuernos, la muy sinvergüenza, cholita Marina

Los hombres lo tienen largo y tendido, cholita Marina
Cuando necesitas lo tienen dormido, cholita Marina
Los hombres lo tienen largo y tendido, cholita Marina
Cuando necesitas lo tienen dormido, cholita Marina

Andas muy perdida en el firmamento, cholita Marina
Por eso te metes con un regimiento, cholita Marina
Andas muy perdida en el firmamento, cholita Marina
Por eso te metes con un regimiento, cholita Marina

Cholero cochino, eso es de farsante, cholita Marina
Flaco, desnutrido, hecho al cantante, cholita Marina 
Cholero cochino, eso es de farsante, cholita Marina
Flaco, desnutrido, hecho al cantante, cholita Marina 

Tú siempre te crees que eres la gran cosa, cholita Marina
Chola refinada, fea y tramposa, cholita Marina
Tú siempre te crees que eres la gran cosa, cholita Marina
Chola refinada, fea y tramposa, cholita Marina

Llogalla bandido, nariz de fuslero, cholita Marina
Tú que te has creído, indio malagüero, cholita Marina
Llogalla bandido, nariz de fuslero, cholita Marina
Tú que te has creído, indio malagüero, cholita Marina
",0,4,2,2,3,1,0,4,6,2,21rJDeXDFQ4uU4F49DlRnI,21,Cholita Marina,"""Un Encuentro de Canto Tradicional""",Duo Takiytinku,track,spotify:track:21rJDeXDFQ4uU4F49DlRnI,0.762,0.651,6,-6.292,0,0.0397,0.657,0,0.041,0.972,130.201,395220,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,Pascua Uno,Grupo Norte Potosi,A.A.D.D. SOBODAYCOM,Potosí,1999,Huayño,Spotify,19.txt,Javi,TRUE,Si,NA,NA,19.txt,"Toro negro, toro blanco, ay viditay,
Torito de ambos colores así es viditay, así ha de ser
Toro negro, toro blanco ay viditay,
Torito de ambos colores así es viditay, así ha de ser

No me mates con tus cuernos, ay viditay
Mátame con tus amores, así es viditay, así ha de ser
No me mates con tus cuernos, ay viditay
Mátame con tus amores, así es viditay, así ha de ser

Así ha de ser o no ha de ser
¿Con qué consuelo te he de querer?
Así ha de ser o no ha de ser
¿Con qué consuelo te he de querer?

Pascua rimaykita, ay viditay (Tu palabras de pascua, ay viditay)
ñuqari imanaykitaq, así es vidita, así ha de ser. (¿Y yo, qué te he hecho pues?, así es vidita, así ha de ser.)
Pascua rimaykita, ay viditay (Tu palabras de pascua, ay viditay.)
ñuqari imanaykitaq, así es vidita, así ha de ser. (¿Y yo, qué te he hecho pues?, así es vidita, así ha de ser.)
Aunque ima niyki chaypis, ay viditay, (Aunque a veces te diga cualquier cosa,)
munaykipullaykitaq, así es vidita, así ha de ser. (ay viditay, siempre te sigo amando, así es vidita, así ha de ser.)
Aunque ima niyki chaypis, ay viditay, (Aunque a veces te diga cualquier cosa,)
munaykipullaykitaq, así es vidita, así ha de ser. (ay viditay, siempre te sigo amando, así es vidita, así ha de ser.)


Así ha de ser o no ha de ser
¿Con qué consuelo te he de querer?
Así ha de ser o no ha de ser
¿Con qué consuelo te he de querer?

Tijerita, tijerita, ay viditay,
Una rueda liguerita, así es viditay así ha de ser.
Tijerita, tijerita, ay viditay,
Una rueda liguerita, así es viditay así ha de ser.

Después de esa ruedita, ay viditay 
Vámonos compañeritos, así es viditay, así ha de ser.
Así ha de ser o no ha de ser
¿Con qué consuelo te he de querer?
Así ha de ser o no ha de ser
¿Con qué consuelo te he de querer?
Así ha de ser o no ha de ser
¿Con qué consuelo te he de querer?
",1,1,1,1,1,4,0,2,6,3,1IAFV0mQV1NpGCvAjULiab,10,Pascua Uno,Tras la Huella Musical de los Pueblos Quechuas,Grupo Norte Potosi,track,spotify:track:1IAFV0mQV1NpGCvAjULiab,0.735,0.681,8,-8.525,1,0.0498,0.814,0.00195,0.345,0.884,131.613,256160,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,Te Amaré,Amaru,Claudio Peñaranda y José Lavadenz,Chuquisaca,NA,Cueca,Spotify,20.txt,Javi,TRUE,Si,NA,NA,20.txt,"Te amaré
hasta en el cielo
olvidarte ni aún allí
mi alma no alzará su vuelo
dejando la tuya aquí
mi alma no alzará su vuelo
dejando la tuya aquí

Tú serás mi dicha final
siempre tierno pensamiento
guardaré dentro de mi alma
de tu beso el sentimiento
guardaré dentro de mi alma
de tu beso el sentimiento

El rigor de tus desdenes
justo es que mi amor sucumba
si hay amores en la tumba
en la tumba yo he de amarte
si hay amores en la tumba
en la tumba yo he de amarte  

si hay amores en la tumba
en la tumba yo he de amarte  

Te amaré
hasta en el cielo
olvidarte ni aún allí
mi alma no alzará su vuelo
dejando la tuya aquí
mi alma no alzará su vuelo
dejando la tuya aquí

Tú serás mi dicha final
siempre tierno pensamiento
guardaré dentro de mi alma
de tu beso el sentimiento
guardaré dentro de mi alma
de tu beso el sentimiento

El rigor de tus desdenes
justo es que mi amor sucumba
si hay amores en la tumba
en la tumba yo he de amarte
si hay amores en la tumba
en la tumba yo he de amarte

si hay amores en la tumba
en la tumba yo he de amarte  
",1,3,2,3,5,2,2,3,2,9,6MUPG0EcU1DjApadRJnizM,0,Te Amaré,El Embrujo de la Saya,Amaru,track,spotify:track:6MUPG0EcU1DjApadRJnizM,0.674,0.705,6,-8.4,0,0.0324,0.666,3.61e-5,0.418,0.837,124.89,195825,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,Bolivia Querida,Amaru,Dexter Perez Mejia,NA,NA,Cueca,Spotify,21.txt,Javi,TRUE,Si,NA,NA,21.txt,"Hermosa tierra de mis ensueños
donde yo he nacido
Hoy te recuerdo en la lejanía
Bolivia querida 
Hoy te recuerdo en la lejanía
Bolivia querida 

Tantos recuerdos llevo conmigo
de felices días
¿Será que un día no muy lejano
vuelva a ti Bolivia?
¿Será que un día no muy lejano
vuelva a ti Bolivia?

Quiero volver a esa tierra bendecida
extraño soy en estas calles tan frías
Quiero volver
te lo juro patria mía

Quiero volver
te lo juro patria mía

Hermosa tierra de mis ensueños
donde yo he nacido
Hoy te recuerdo en la lejanía
Bolivia querida 
Hoy te recuerdo en la lejanía
Bolivia querida 

Tantos recuerdos llevo conmigo
de felices días
¿Será que un día no muy lejano
vuelva a ti Bolivia?
¿Será que un día no muy lejano
vuelva a ti Bolivia?

Quiero volver a esa tierra bendecida
extraño soy en estas calles tan frías
Quiero volver
te lo juro patria mía

Quiero volver
te lo juro patria mía
",0,0,0,0,1,1,0,0,1,6,4YelUHolWubFCCB9AhtOIr,0,Bolivia Querida,"""Compañera...""",Amaru,track,spotify:track:4YelUHolWubFCCB9AhtOIr,0.609,0.67,9,-9.283,0,0.0893,0.745,0,0.186,0.622,124.526,189836,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,Aguas Claras,Kala Marka,"Hugo Gutiérrez, Rodolfo Choque",Potosí,NA,Tinku,Spotify,22.txt,Javi,TRUE,NA,NA,NA,22.txt,"Ajinata lloqalla
¡Muyurispa, muyurispa!
¡Aju!

Aguas claras cariñito

Que caminos nos trajeron
Para amarnos y casarnos juntos
Que caminos nos trajeron
Para amarnos y casarnos juntos

Aguas claras serán los niños
Yo seré el padre dichoso
Aguas claras serán los niños
Tú serás madre dichosa

El amor que te ofrezco
Es Illimani que nos protege
El amor que te ofrezco
Es Illimani que nos protege

Aguas claras serán los niños
Yo seré el padre dichoso
Aguas claras serán los niños
Tú serás madre dichosa

En el cielo las estrellas
En la tierra estarán nuestros niños
En el cielo las estrellas
En la tierra estarán nuestros niños

Aguas claras serán los niños
Yo seré el padre dichoso
Aguas claras serán los niños
Tú serás madre dichosa

A lai lai lai, la lai lai la
A lai lai lai, la lai lai la
A lai lai lai, la lai lai la
A lai lai lai, la lai lai la

Aguas claras serán los niños
Yo seré el padre dichoso
Aguas claras serán los niños
Tú serás madre dichosa

¡Oh!
",0,1,0,0,3,1,0,2,1,5,41YuaN6pSyGL56eQHzO6Lv,0,Aguas Claras,Llamerada,Kala Marka,track,spotify:track:41YuaN6pSyGL56eQHzO6Lv,0.695,0.363,0,-14.051,1,0.117,0.0355,0,0.185,0.451,150.142,259575,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,Cuando Florezca el Chuño,Kala Marka,Hugo Gutiérrez,NA,NA,Tobas,Spotify,23.txt,Javi,TRUE,Si,NA,NA,23.txt,"Si tus padres ya me odian
Es por mi mala culpa
Si las citoyas no silban
Es por tu gran ausencia
Dicen que vuelves volverás
Como el río que se va al lago
Dicen que vuelves volverás
Como el río que se va al lago

Jumanpi nayampi (contigo conmigo)
Cuando florezca el chuño
Qanwan ñuqanwan (tú conmigo)
Cuando florezca el chuño

No digás que has olvidado
La tierra donde naciste
No digás que has olvidado
La tierra donde naciste
Como el río que se va al lago
Dicen que vuelves, volverás
Como el río que se va al lago

Jumanpi nayampi (contigo conmigo)
Cuando florezca el chuño
Qanwan ñuqanwan (tú conmigo)
Cuando florezca el chuño


Si tus padres ya me odian
Es por mi mala culpa
Si las citoyas no silban
Es por tu gran ausencia
Dicen que vuelves volverás
Como el río que se va al lago
Dicen que vuelves volverás
Como el río que se va al lago

Jumanpi nayampi (contigo conmigo)
Cuando florezca el chuño
Qanwan ñuqanwan (tú conmigo)
Cuando florezca el chuño

No digás que has olvidado
La tierra donde naciste
No digás que has olvidado
La tierra donde naciste
Dicen que vuelves, volverás
Como el río que se va al lago
Dicen que vuelves, volverás
Como el río que se va al lago

Jumanpi nayampi (contigo conmigo)
Cuando florezca el chuño
Qanwan ñuqanwan (tú conmigo)
Cuando florezca el chuño

",1,0,2,2,0,3,0,0,4,1,4M0yLBgZhLWvgVZd6cOBGo,0,Cuando Florezca El Chuño,Llamerada,Kala Marka,track,spotify:track:4M0yLBgZhLWvgVZd6cOBGo,0.811,0.465,10,-13.487,0,0.113,0.0863,0,0.0656,0.284,109.822,272847,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Chapaco Soy,Enriqueta Ulloa,Orlando Rojas,Tarija,NA,Cueca,Spotify,24.txt,Javi,TRUE,NA,NA,NA,24.txt,"Chapaco soy,
Chapaco de pura cepa
Bohemio, cantor,
Enamorao sin remedio
Bohemio cantor,
Enamorao sin remedio

Chapaco sí,
Sencillo pero orgulloso
De mi país
Y de mi pueblo Tarija
De mi país
Y de mi pueblo Tarija

Linda flor de amancaya
Hermosa como mi amada
Te llevo en mi guitarra
Donosa prenda hechizada
Te llevo en mi guitarra
Donosa prenda hechizada

Bohemio, cantor, enamorao sin remedio

Chapaco soy,
Chapaco de pura cepa
Bohemio, cantor,
Enamorao sin remedio
Bohemio cantor,
Enamorao sin remedio

Chapaco sí,
Sencillo pero orgulloso
De mi país
Y de mi pueblo Tarija
De mi país
Y de mi pueblo Tarija

Linda flor de amancaya
Hermosa como mi amada
Te llevo en mi guitarra,
Donosa prenda hechizada
Te llevo en mi guitarra,
Donosa prenda hechizada

Bohemio, cantor,
Enamorao sin remedio
",0,2,0,0,5,0,0,4,0,6,1j9ANbRDPc1YBIwilzy0MJ,18,Chapaco Soy,Lo Mejor de la Música Boliviana,Enriqueta Ulloa,track,spotify:track:1j9ANbRDPc1YBIwilzy0MJ,0.805,0.219,11,-15.535,0,0.0675,0.422,0,0.326,0.678,118.469,184733,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,Rosa Carmín,Música de Maestros,"Juan Manuel Thorrez, Nestor Olmos Molina",NA,NA,Cueca,Spotify,25.txt,Javi,TRUE,Si,NA,NA,25.txt,"En una noche clara,
un caminante vio
que en un rosal florido
se estremecía de amor,
cantando dulces penas,
una rosa de carmín

Tengo una pena dice,
secretos de un querer
y es un tormento mío
que necesito vencer,
tan fuerte es mi cariño
que me parte el corazón.

Viajero tú que, al pasar,
un jazmín habías de encontrar,
dile al oído mi cantar,
dile que me has visto llorar...
caminante sólo tú
sabes de mi sufrir.

Tengo una pena dice,
secretos de un querer
y es un tormento mío
que necesito vencer,
tan fuerte es mi cariño
que me parte el corazón.
",2,2,0,2,3,6,0,1,6,6,1MA19FzApiFEmXAdMKeGFk,8,Rosa Carmín,Música de Maestros Volumen 2,Música de Maestros,track,spotify:track:1MA19FzApiFEmXAdMKeGFk,0.528,0.303,2,-9.43,0,0.0321,0.67,1.85e-5,0.232,0.478,111.938,188533,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,De Regreso,Luis Rico,Matilde Casazola,NA,NA,Cueca,Spotify,26.txt,Javi,TRUE,NA,NA,NA,26.txt,"Desde lejos yo regreso
Ya te tengo en mi mirada
Ya contemplo en tu infinito mis montañas recordadas
Ya contemplo en tu infinito mis montañas recordadas

Desde lejos, desde aquellos
Horizontes que se escapan
Ya regreso a tu infinito Pachamama Pachamama
Ya regreso a tu infinito Pachamama Pachamama

Yo no logro explicarme con qué cadenas me ata
Con que hierba me cautivas dulce tierra boliviana
Con que hierba me cautivas dulce tierra boliviana

Con que hierba me cautivas dulce tierra boliviana

Desde lejos yo regreso
A tus piedras trabajadas, por titanes ignorados que cobijan la altipampa
Por titanes ignorados que cobija la altipampa

Desde lejos como el viento
Traigo nombres de otras patrias
Pero busco en tu infinito las raíces de mi alma
Pero busco en tu infinito las raíces de mi alma

Yo no logro explicar con qué cadenas me atas
Con que hierba me cautivas dulce tierra boliviana
Con que hierba me cautivas dulce tierra boliviana

Con que hierba me cautivas dulce tierra boliviana
",0,3,0,0,3,0,1,4,0,10,3lNiNvHJqisqAOTIB3CUv5,24,De Regreso,Cuando Tenga la Tierra (Alto Folklore Boliviano),Luis Rico,track,spotify:track:3lNiNvHJqisqAOTIB3CUv5,0.677,0.798,11,-8.985,0,0.0783,0.217,1.55e-5,0.348,0.74,130.157,167567,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,La Caraqueña,Enriqueta Ulloa,Nilo Soruco,Tarija,NA,Cueca,Spotify,27.txt,Javi,TRUE,NA,NA,NA,27.txt,"Qué lejos estoy, qué lejos estoy
de mi ansiedad,
mi río, mi sol,
mi cielo, llorando estarán
mi río, mi sol,
mi cielo, llorando estarán

Pero he de volver, no llores mi amor,
no llores mi amor,
nadie le pondrá
murallas a nuestra verdad
nadie le pondrá
murallas a nuestra verdad

Nunca el mal duro cien años
ni hubo pueblo que resista
ya la pagarán, no llores prenda
pronto volveré
ya la pagarán, no llores prenda
pronto volveré

Ya la pagarán, no llores prenda
pronto volveré

Qué lejos estoy, qué lejos estoy
de mi ansiedad,
mi río, mi sol,
mi cielo, llorando estarán
mi río, mi sol,
mi cielo, llorando estarán

Pero he de volver, no llores mi amor,
no llores mi amor,
nadie le pondrá
murallas a nuestra verdad
nadie le pondrá
murallas a nuestra verdad

Nunca el mal duro cien años
ni hubo pueblo que resista
ya la pagarán, no llores prenda
pronto volveré
ya la pagarán, no llores prenda
pronto volveré

Ya la pagarán, no llores prenda
pronto volveré",3,4,1,2,6,4,1,5,6,8,4ISertUG7XgAf9ahk5ZlPv,12,La Caraqueña,Sus Exitos,Enriqueta Ulloa,track,spotify:track:4ISertUG7XgAf9ahk5ZlPv,0.806,0.268,2,-13.646,1,0.093,0.698,0,0.289,0.798,120.808,187333,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Adiós Oruro del Alma,Dúo Sentimiento,"Jaime Medinaceli, Daniel Sosa",Oruro,NA,Cueca,Spotify,28.txt,Javi,TRUE,Si,falta corregir y sincronizar,NA,28.txt,"Adiós Oruro del alma
Linda ciudad de mis sueños
ya no volveré a tus calles
ni pisaré tus arenas
ya no volveré a tus calles
ni pisaré tus arenas

Adiós Oruro del alma
Linda ciudad de mis sueños
ya no volveré a tus calles
ni pisaré tus arenas
ya no volveré a tus calles
ni pisaré tus arenas

A la virgen del Socavón
le ofrezco mi sufrimiento
y a vos negrita querida
te ofrezco mi corazón
y a vos negrita querida
te ofrezco mi corazón

Ya no volveré a tus calles
ni pisaré tus arenas

Adiós Oruro del alma
Linda ciudad de mis sueños
ya no volveré a tus calles
ni pisaré tus arenas
ya no volveré a tus calles
ni pisaré tus arenas

Adiós Oruro del alma
Linda ciudad de mis sueños
ya no volveré a tus calles
ni pisaré tus arenas
ya no volveré a tus calles
ni pisaré tus arenas

A la virgen del Socavón
le ofrezco mi sufrimiento
y a vos negrita querida
te ofrezco mi corazón
y a vos negrita querida
te ofrezco mi corazón

Ya no volveré a tus calles
ni pisaré tus arenas
",0,0,1,1,0,1,0,1,1,2,1kFRzBh5SVlbDNrFu0oiGF,20,Adiós Oruro del Alma,Diez Años... Con Más Sentimiento,Dúo Sentimiento,track,spotify:track:1kFRzBh5SVlbDNrFu0oiGF,0.759,0.311,4,-12.766,0,0.0525,0.803,5.51e-4,0.223,0.659,120.27,193427,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,Mi Gran Potosí,Maria Luisa Tirado,Hernan Martinez Rojas,Potosí,NA,Cueca,Spotify,29.txt,Javi,TRUE,Si,NA,NA,29.txt,"Gloriosa estirpe
Mole de plata
Ese es mi Potosí
Tengo el orgullo
De haber nacido
En mi gran Potosí
Tengo el orgullo
De haber nacido
En mi gran Potosí

Gloriosa estirpe
Moles de plata
Ese es mi Potosí
Tengo el orgullo
De haber nacido
En mi gran Potosí
Tengo el orgullo
De haber nacido
En mi gran Potosí

Viva el encanto colonial
De mi Villa Imperial
Y en nuestros pechos
La rebeldía de Ibañez inmortal
Y en nuestros pechos
La rebeldía de Ibañez inmortal

Y en nuestros pechos
La rebeldia de Ibañez inmortal

Viva el encanto colonial
De mi Villa Imperial
Y en nuestros pechos
La rebeldía de Ibañez inmortal
Y en nuestros pechos
La rebeldía de Ibañez inmortal

Y en nuestros pechos
La rebeldia de Ibañez inmortal",0,0,0,0,1,0,0,0,0,3,5Ox7ePcaCC50yNtCMDjsy0,0,Mi Gran Potosí,Grandes Éxitos,Maria Luisa Tirado,track,spotify:track:5Ox7ePcaCC50yNtCMDjsy0,0.719,0.862,7,-3.969,0,0.0645,0.629,2.73e-6,0.0893,0.706,126.213,196413,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,Cholita Paceña,Tupay,Manuel Elías Coronel Ponce,La Paz,NA,Cueca,Spotify,30.txt,Javi,TRUE,NA,NA,NA,30.txt,"Quisiera tener cholita paceña
¡Ay! porque sabe querer
Y es una buena mujer
¡Ay! porque sabe querer
Y es una buena mujer

Su bonito andar y ese su mirar
¡Ay! me ha robado el corazón
Con toda razón
¡Ay! me ha robado el corazón
Con toda razón

Como quieres que yo duerma
Si no tengo sueño
¡Ay! al pensar que mi amor
Tenga otro dueño
¡Ay! al pensar que mi amor
Tenga otro dueño

¡Ay! al pensar que mi amor
Tenga otro dueño

Quisiera tener cholita paceña
¡Ay! porque sabe querer
Y es una buena mujer
¡Ay! porque sabe querer
Y es una buena mujer

Su bonito andar y ese su mirar
¡Ay! me ha robado el corazón
Con toda razón
¡Ay! me ha robado el corazón
Con toda razón

Como quieres que yo duerma
Si no tengo sueño
¡Ay! al pensar que mi amor
Tenga otro dueño
¡Ay! al pensar que mi amor
Tenga otro dueño

¡Ay! al pensar que mi amor
Tenga otro dueño",1,0,1,1,1,2,0,0,3,1,2pRKJEdarrE8ynOVKmaWQF,20,Cholita Paceña,"Antología de La Cueca, Vol.1",Tupay,track,spotify:track:2pRKJEdarrE8ynOVKmaWQF,0.712,0.71,5,-4.651,1,0.037,0.743,0,0.0322,0.734,120.012,182629,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,Infierno,Proyección,-,NA,1989,Kaluyo,Spotify,31.txt,Javi,TRUE,NA,NA,NA,31.txt,"Infierno abre tus puertas
ábrelas de par en par
Que quiero acabar mi vida al final
Infierno abre tus puertas
ábrelas de par en par
Que quiero acabar mi vida al final

Porque quise a una morena, la que me ha pagado mal
Quien iba a pensar de su falso amar
Porque quise a una morena, la que me ha pagado mal
Quien iba a pensar de su falso amar

Ayer me han dicho que llora por mí
Hoy me han desmentido pues lo hace por él

Ella sabrá por quien llora, si es por mí o es por aquel
Déjenla llorar se ha de consolar
Ella sabrá por quien llora, si es por mí o es por aquel
Déjenla llorar se ha de consolar

Infierno serás consuelo para mi alma desdichada
Que no ha de aceptar su engaño fatal
Infierno serás consuelo para mi alma desdichada
Que no ha de aceptar su engaño fatal

Yo le di mi vida entera
Mi pasión, mi amor sincero
Quien iba a pensar de su falso amar
Yo le di mi vida entera
Mi pasión, mi amor sincero
Quien iba a pensar de su falso amar

Ayer me han dicho que llora por mí
Hoy me han desmentido pues lo hace por él

Ella sabrá por quien llora, si es por mí o es por aquel
Déjenla llorar se ha de consolar
Ella sabrá por quien llora, si es por mí o es por aquel

Déjenla llorar se ha de consolar
Déjenla llorar se ha de consolar",6,1,5,4,2,6,1,2,14,5,0q9oFnXVo327tgVh4VzJLj,29,Infierno,Secreto Amor (Bolivia y Su Folklore),Proyección,track,spotify:track:0q9oFnXVo327tgVh4VzJLj,0.557,0.545,0,-9.713,1,0.114,0.618,0,0.169,0.626,72.663,238880,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
